num_self,num_staff,j,cost,Wq_Exp,Wq_Reg,Wq_All
0,7,1,700,1093.9739360549663,1100.7990482796906,1095.3457445833658
0,7,2,700,1186.552423464561,1195.1223986677865,1188.278679095897
0,7,3,700,1155.403001035914,1145.992509425081,1153.5007558419663
0,7,4,700,1042.1752702525714,1041.9366395456238,1042.1278515670363
0,7,5,700,1094.4570886941226,1106.9315019153328,1096.9585388522935
0,7,6,700,1114.0052875896774,1122.86697970556,1115.777856306308
0,7,7,700,1114.6468967777475,1105.0142918250035,1112.676602575918
0,7,8,700,1140.5955636542549,1135.377785611925,1139.5564508718514
0,7,9,700,1079.375181349398,1096.8321987159645,1082.8308824729368
0,7,10,700,1058.724181407464,1061.2740679892504,1059.2289095511271
0,7,11,700,1081.119271210758,1078.6663114664893,1080.629093814802
0,7,12,700,1131.6934432991643,1122.994745380025,1129.9535709175461
0,7,13,700,1134.81914059776,1141.0182128556346,1136.073204683476
0,7,14,700,1051.2646961827222,1053.1451833982626,1051.6350864890926
0,7,15,700,1000.5044681003186,1002.1825306418652,1000.8363240707583
0,7,16,700,1081.6927684748941,1085.6120661940777,1082.4791380266731
0,7,17,700,1104.7342263324394,1091.6618237951348,1102.1088546929518
0,7,18,700,1182.4945745487662,1153.4834569038487,1176.6923510197828
0,7,19,700,1119.309286255398,1125.4174827839563,1120.5293272541246
0,7,20,700,1118.474978701758,1111.562838509985,1117.1097411148382
0,7,21,700,1114.1788844051146,1115.4208677129395,1114.4277800092939
0,7,22,700,1123.6135310272994,1103.8235060307345,1119.7172662116807
0,7,23,700,1098.301222788215,1095.9592966496643,1097.8362625046248
0,7,24,700,1102.9336415785629,1114.0284014470542,1105.1525935522611
0,7,25,700,1098.292605018526,1099.4412146329803,1098.5198656140703
0,7,26,700,1058.719881535877,1055.24491468373,1058.0227974492689
0,7,27,700,1156.1224124715582,1170.5658300761938,1159.0523166088196
0,7,28,700,1077.6668850208932,1088.7055547029347,1079.9117917622634
0,7,29,700,1063.9442045804644,1066.3575336105664,1064.4129988434902
0,7,30,700,1115.8089716268405,1112.3273075317086,1115.1020759995909
0,7,31,700,1182.1350903489513,1197.8498104962803,1185.2977961861268
0,7,32,700,1052.9812221889242,1060.7279598924154,1054.5258086104193
0,7,33,700,1089.7423164045335,1090.7613382263207,1089.9473520260585
0,7,34,700,1118.7828273482733,1130.702386742514,1121.2000418377688
0,7,35,700,1001.9496240273621,1007.0543090028013,1002.9636134130574
0,7,36,700,1180.4031442669377,1174.7183171361005,1179.270544508604
0,7,37,700,1165.1529608444587,1156.4971034658367,1163.4004933354483
0,7,38,700,1056.9356465672386,1053.034793703093,1056.1621273687078
0,7,39,700,1080.0584812481272,1088.2106091364124,1081.6787164048988
0,7,40,700,1074.9201475755126,1074.7743345233353,1074.8916010661355
0,7,41,700,1084.4182078745664,1096.2220582434682,1086.8745164079894
0,7,42,700,1109.0906612462556,1114.6414804049368,1110.2050458024166
0,7,43,700,1032.808563812617,1046.4718417570602,1035.5433901764968
0,7,44,700,1113.7462655352726,1106.2899510962056,1112.2772319451883
0,7,45,700,1188.701610562223,1203.235960612877,1191.6615713337073
0,7,46,700,1059.954486043944,1063.4417023435685,1060.650074164376
0,7,47,700,1120.8315043386833,1118.301903892062,1120.3185530603682
0,7,48,700,1122.9715860326046,1114.2332570344113,1121.2172867045922
0,7,49,700,1141.5653659864308,1145.4590979963891,1142.3453152403756
0,7,50,700,1045.1557490257894,1032.8405732519054,1042.753327286097
4,6,1,640,1.4955305808847763,7.84996040415284,2.7691014802107947
4,6,2,640,1.323578696208576,6.7526754195893455,2.4068885263506017
4,6,3,640,1.4263813066233713,7.866579738222964,2.7247656546143664
4,6,4,640,1.405280303658197,7.491011317935063,2.6322333924144012
4,6,5,640,1.3217538163463851,6.905077980315731,2.431661625529726
4,6,6,640,0.9681000169030979,5.2942086988505785,1.8243497789356282
4,6,7,640,1.4433522110803176,7.219757146211699,2.602053294410401
4,6,8,640,1.1993747953332625,7.072916378184094,2.3729366897975925
4,6,9,640,1.1261917474922862,6.936449188340245,2.2991022147932587
4,6,10,640,1.179593359756277,6.523413101965825,2.243152565993576
4,6,11,640,1.2009044236167667,6.529289588313727,2.2642973444908465
4,6,12,640,1.4514089538546815,7.277473126539142,2.6409261279542693
4,6,13,640,1.3438760589321996,7.209288557096204,2.522237957753267
4,6,14,640,1.6751774497323557,8.872322786092163,3.1225127922051583
4,6,15,640,1.1144833728408783,6.496735715313166,2.1936257750866974
4,6,16,640,1.2885142439266108,6.56409267858249,2.3398825210290064
4,6,17,640,1.034215654317333,5.602272255986365,1.9377288855956756
4,6,18,640,1.0744254263037023,6.170681500095956,2.099920923888332
4,6,19,640,1.191817338724426,5.9444836800143,2.138130767037743
4,6,20,640,1.4296135890997534,7.518053312186784,2.642425906311284
4,6,21,640,1.3432518253305428,7.285953829244041,2.526094639052664
4,6,22,640,1.3281437182000166,6.573543973397205,2.3766795645881698
4,6,23,640,1.2292205927765893,7.221370327768202,2.4346207836256872
4,6,24,640,1.1217694902452102,6.4674877879592785,2.1956553192456734
4,6,25,640,1.1734040685753913,6.4688247873637925,2.2225597615660693
4,6,26,640,1.0642950099904345,5.209551878707906,1.8886344554954824
4,6,27,640,1.2057531142083329,6.2021990561883396,2.1902473611004547
4,6,28,640,1.1398043858402482,6.491875668210227,2.2015400142138306
4,6,29,640,1.3779208034017751,7.228167799560032,2.5535718894268875
4,6,30,640,1.30695085589981,6.564894509228949,2.349902609520741
4,6,31,640,1.4063440745494036,8.693453187084796,2.8763165735035745
4,6,32,640,1.1467649412453944,6.44521362811579,2.2052864498049702
4,6,33,640,0.9439265784423969,5.078545895513355,1.7648922240181955
4,6,34,640,1.1398918301746626,6.417439101842986,2.1841963910287308
4,6,35,640,1.5278342638515097,7.672302405354129,2.746743070090261
4,6,36,640,1.3373260240725446,7.492392665375605,2.6014509179212517
4,6,37,640,1.2553497502991333,6.586098436667676,2.3035731325838356
4,6,38,640,1.1850440319069693,6.474678872640367,2.226093680998677
4,6,39,640,1.0205673779290225,5.800546485819629,1.9699968721658094
4,6,40,640,1.1854029048690693,6.549725322430077,2.2650102216678722
4,6,41,640,1.3102508659714571,6.957112474391455,2.443787105965677
4,6,42,640,1.1444639566018315,6.039031229495898,2.113580573476178
4,6,43,640,1.5057774528963843,7.982197381703308,2.8091965090498503
4,6,44,640,1.6685094030704135,8.461464615967285,3.040614210874779
4,6,45,640,1.1399797051155591,5.905724526850304,2.0896696919473343
4,6,46,640,1.1037687996473775,6.191053696842527,2.1226021706475082
4,6,47,640,1.3028354961507653,6.672434590550103,2.3663854628128025
4,6,48,640,1.3685927722022977,7.457004786834257,2.5980850914894957
4,6,49,640,1.1980277292852868,6.6937459473475105,2.3027525810501923
4,6,50,640,1.0373351615919963,5.204384446961992,1.8719895163942923
5,6,1,650,0.3992721470926179,4.8976371689526506,1.3050853476661406
5,6,2,650,0.37528846369054103,4.602701110854531,1.2057559387245524
5,6,3,650,0.3574159220799585,4.470496113139684,1.1739299568007564
5,6,4,650,0.3717862743673823,4.814999839897427,1.270885487353914
5,6,5,650,0.37802676423422565,5.114586973424477,1.3379019757862116
5,6,6,650,0.3865129957912135,5.2185357157121635,1.348242666214243
5,6,7,650,0.36047129548856033,4.184681816524016,1.1301542700816751
5,6,8,650,0.36340326802467593,5.331613994933639,1.358779622735794
5,6,9,650,0.40962205294893705,5.192601769952956,1.3644064421860198
5,6,10,650,0.41544692057931426,6.145175147306944,1.572385896002758
5,6,11,650,0.3457322249540016,4.436516618398097,1.1590204836929572
5,6,12,650,0.38194094141191576,4.730692333677651,1.2420577717500854
5,6,13,650,0.3852240537424356,5.538083728234847,1.4197798126927417
5,6,14,650,0.40010159345502866,4.862595729750437,1.2967022236968175
5,6,15,650,0.39295788583908814,5.632770699104702,1.4272590796288853
5,6,16,650,0.47638121624966956,6.602671527624954,1.714570826775762
5,6,17,650,0.4373950016615032,6.324497304482701,1.6336532535554498
5,6,18,650,0.3620196059292294,4.431819933023278,1.1667427358073572
5,6,19,650,0.38972212875578327,4.8126051301576265,1.2749519048605786
5,6,20,650,0.35673155901023534,4.636173375620963,1.210884467820415
5,6,21,650,0.4073942600335799,5.203762844055589,1.355903534931438
5,6,22,650,0.39788497224682556,5.609157658001081,1.4363632248427822
5,6,23,650,0.370014702870442,4.763947478014917,1.2474993258271807
5,6,24,650,0.39501776285595436,4.544081067015891,1.22080825804768
5,6,25,650,0.4132787937413874,5.607457780861316,1.4469974808518773
5,6,26,650,0.40666650958672357,4.570286093992304,1.2331531039560344
5,6,27,650,0.3530738669908237,4.488153944935409,1.1760458755294252
5,6,28,650,0.38722291522044383,4.95685102420122,1.2945342520289602
5,6,29,650,0.3857770031398587,4.818861915198382,1.2722519222632425
5,6,30,650,0.37800837504330104,4.836858840208396,1.273275675668198
5,6,31,650,0.35368513811015323,4.623415904111027,1.2120520651836681
5,6,32,650,0.3831045857078357,5.5288589357896125,1.430920673296984
5,6,33,650,0.4291055985875628,5.889400313641329,1.5262167405848857
5,6,34,650,0.3860668254782798,4.424392605395991,1.1784186410201891
5,6,35,650,0.3953154690723465,4.6007199759474995,1.2419934000391044
5,6,36,650,0.4307743433460645,6.492887712339687,1.6516149343845379
5,6,37,650,0.41221113447479857,5.7082049330830875,1.4820768041373051
5,6,38,650,0.3241234862701452,3.9716107167244905,1.0530797187440475
5,6,39,650,0.3943993872942685,5.290204939154271,1.3731291664334753
5,6,40,650,0.3559412125517492,4.364371290313442,1.1471305471714053
5,6,41,650,0.4017055555619506,4.657721560550283,1.245460137390636
5,6,42,650,0.4043795394997045,6.674125006764824,1.6762550675608343
5,6,43,650,0.3679032773154284,4.931371432621407,1.298111676138373
5,6,44,650,0.40209048752446824,5.118538827362496,1.3459650652753876
5,6,45,650,0.4192489335616518,4.9501962439253795,1.324990585068044
5,6,46,650,0.35036905588849865,4.360955591832763,1.1526150828570496
5,6,47,650,0.37250574129140773,5.051683427770909,1.3037906285576577
5,6,48,650,0.39855128464963085,5.124330509031714,1.3501744715731003
5,6,49,650,0.40380271120712996,5.90611773706578,1.5183231251360778
5,6,50,650,0.4137418172826281,5.6665572908101725,1.4622527037422204
6,6,1,660,0.1440015292659704,4.21790223167632,0.9522860165238378
6,6,2,660,0.13804942683969407,4.290414273159816,0.9602908541130516
6,6,3,660,0.14610376760220867,4.049195035692037,0.9243952669384508
6,6,4,660,0.1392778750566841,4.40122219832323,1.0035286713651037
6,6,5,660,0.15277432396543691,4.001760430301781,0.9189951799057137
6,6,6,660,0.143548027360178,4.917132142830921,1.1166719379070487
6,6,7,660,0.1395896723159944,4.795270543869763,1.057116990592256
6,6,8,660,0.13152672743642663,4.2062879465339,0.9594006834476694
6,6,9,660,0.15649637835658123,4.886322118968911,1.102650776283613
6,6,10,660,0.15370455179078843,4.547269568022295,1.0451499878866315
6,6,11,660,0.14877305055385148,4.842036282718502,1.0950249837794919
6,6,12,660,0.15251286136535064,4.970093212391469,1.1297520290599568
6,6,13,660,0.1670924233685114,4.708829691115577,1.0765269587412607
6,6,14,660,0.12998562711317077,4.362638653190994,0.9757361135724265
6,6,15,660,0.14198396216823037,3.850122003000017,0.8973495538744463
6,6,16,660,0.13254257024599925,3.411940400959055,0.7842047260656646
6,6,17,660,0.13391982423726873,4.277585179932725,0.9682843382500941
6,6,18,660,0.12018359660592429,3.550461241360224,0.8090468992328658
6,6,19,660,0.1452604407959204,4.807825908670331,1.0766035519978072
6,6,20,660,0.14344817037403912,4.045841351704491,0.920980141148017
6,6,21,660,0.15283378355202634,6.828208917311677,1.5106797252407596
6,6,22,660,0.1538034907655875,4.429650587711529,1.003793483951951
6,6,23,660,0.13821320653475533,4.359579711645345,0.983586042010218
6,6,24,660,0.1486387034746579,4.192198346555751,0.9520562032988452
6,6,25,660,0.15784551110052158,4.240866024313044,0.9736011430387398
6,6,26,660,0.15805977082271638,5.440398577981355,1.2158464944234069
6,6,27,660,0.15156823576652942,4.5206787960126,1.0153058355719609
6,6,28,660,0.1560737907279911,4.814617018268387,1.0917196518485666
6,6,29,660,0.16131595918751954,5.219411504215041,1.176204344758195
6,6,30,660,0.1345506119105677,4.93081627464611,1.0934977381948014
6,6,31,660,0.16308222909475256,4.6991900986859765,1.0748776952094286
6,6,32,660,0.13975712066343868,3.9855458945763393,0.9098844602260437
6,6,33,660,0.15141114223237032,4.84051195550614,1.0717369664357963
6,6,34,660,0.15539350299481483,4.427157995894518,1.0005393156973477
6,6,35,660,0.148985909119597,4.885857333771971,1.1035263002375781
6,6,36,660,0.14647814135634138,4.0919630448152375,0.929403112447262
6,6,37,660,0.16152673629164965,4.189756165582022,0.9641617345934067
6,6,38,660,0.13987911008280932,4.277575950172952,0.9637997674469568
6,6,39,660,0.16872382606715497,4.87068967325609,1.1152967913929663
6,6,40,660,0.13959847353960264,4.325945039466731,0.9808762474508609
6,6,41,660,0.14219314523192306,4.809994609925971,1.092943615570588
6,6,42,660,0.12430670513237872,3.4731952227583944,0.7851681834898613
6,6,43,660,0.14573771851913372,4.4048527674086095,1.0056275247737931
6,6,44,660,0.14626399250900038,3.660829652493351,0.8414605555131098
6,6,45,660,0.12861503793817258,3.8007386087585204,0.8632911509331784
6,6,46,660,0.1468611853134618,5.665158712165939,1.2600139687900052
6,6,47,660,0.13911936626418145,4.202061188111026,0.9488188449409374
6,6,48,660,0.13516416373800402,4.8306529860740826,1.0747509534586024
6,6,49,660,0.14507451905568558,3.6337612075748056,0.8388478379979376
6,6,50,660,0.16061527975136447,4.300711566977671,0.9927979385792407
7,6,1,670,0.06064978059828477,3.6885039648969187,0.7710936284514156
7,6,2,670,0.05608841340560217,4.864350495990417,1.034144818221432
7,6,3,670,0.05454784993026444,3.9590292927253854,0.8345789230204984
7,6,4,670,0.05064907825158143,3.19889940043374,0.677107963406448
7,6,5,670,0.06572056048428639,4.595932465676357,0.9759289438320594
7,6,6,670,0.06509751114265554,4.36742372547363,0.9275883070772211
7,6,7,670,0.06046811288382805,4.617214044168081,0.9708203976839538
7,6,8,670,0.06447337949323377,4.537705557899453,0.9650200716093634
7,6,9,670,0.06988090986349695,5.855460771046397,1.2375303356555778
7,6,10,670,0.054192134802011564,3.787601706400316,0.8042228007495826
7,6,11,670,0.06873014901241561,4.5465038449321815,0.9578394722406266
7,6,12,670,0.061284792855383775,4.893765140207863,1.0259699705295466
7,6,13,670,0.062497678118993066,4.27491815689502,0.8953809108242374
7,6,14,670,0.057157001497227265,4.321893637942499,0.9162887065635286
7,6,15,670,0.06386587610216371,4.438378381223979,0.9431170421447931
7,6,16,670,0.053984781016787005,3.9323184400889653,0.830809317780276
7,6,17,670,0.05441625389237139,4.0563287684369325,0.8541406795017356
7,6,18,670,0.06124219417286657,5.294848850805806,1.1362163890482055
7,6,19,670,0.06003177659191507,4.231118334969784,0.8968438544002278
7,6,20,670,0.049582125603893745,2.9125044051968696,0.6167577543345936
7,6,21,670,0.055031515964020165,3.840428913390841,0.8057764900163229
7,6,22,670,0.05112500971327829,3.66228132963135,0.7728473529350761
7,6,23,670,0.06512024638688217,4.9126900182708635,1.0369356142717043
7,6,24,670,0.05350820992400433,4.594634521326484,0.9670202109853382
7,6,25,670,0.05774238652935687,5.501339072360334,1.1376054177049604
7,6,26,670,0.05776056753534215,3.2651687092799526,0.6841768928839714
7,6,27,670,0.06634055348563607,3.7440808787577518,0.790936521518968
7,6,28,670,0.05257409045217355,4.445368871119956,0.9143181025128306
7,6,29,670,0.06144559394872379,4.736984016356477,1.0197822936591268
7,6,30,670,0.06347356297296547,4.1114973739612,0.8728019651658463
7,6,31,670,0.056021408796001586,3.4806994572350685,0.7354610456879248
7,6,32,670,0.06316750937456093,3.6687417878547732,0.785180354968835
7,6,33,670,0.0571616172121056,3.8723333405581273,0.8306723360795941
7,6,34,670,0.05824779127350932,3.317988862210687,0.7012930074561762
7,6,35,670,0.06191357183672078,4.468868351971735,0.950521023340492
7,6,36,670,0.050406442503900466,3.7086867830501316,0.7891978970782327
7,6,37,670,0.06388866792299185,4.042653597665146,0.8435410876283492
7,6,38,670,0.05148481631403441,3.267888661138771,0.6957814562698156
7,6,39,670,0.06702754470117389,3.7098607143864126,0.8030629984937371
7,6,40,670,0.05701117613017722,3.3859327383749735,0.7275577982893798
7,6,41,670,0.07162819816591838,4.168413042355795,0.8779586938466855
7,6,42,670,0.06577513000142844,4.49062628440827,0.9539331663972784
7,6,43,670,0.06115525910003151,4.701687023647046,0.9896499100811381
7,6,44,670,0.06677193121521176,3.8673138104278992,0.8223885109127291
7,6,45,670,0.05942349294191664,4.392075902578943,0.926196598551788
7,6,46,670,0.060833405404500183,3.680117363807607,0.780896609261965
7,6,47,670,0.054559949895861666,4.231992720751407,0.9065446684753095
7,6,48,670,0.06411010528546879,4.511851294139349,0.9558271924308809
7,6,49,670,0.07235599256762683,5.093999493536838,1.0941020688738623
7,6,50,670,0.06042716496448894,3.799453730984385,0.807499687584775
8,6,1,680,0.026521927090938546,3.9744243401841213,0.8220891060427976
8,6,2,680,0.020947215252346166,3.3646427539252586,0.6765777256155937
8,6,3,680,0.0223230050374623,3.8004568486103247,0.7689089660697573
8,6,4,680,0.02492708758471204,3.384197717016954,0.6944017553147704
8,6,5,680,0.023662950979239074,4.577905689482033,0.9226908122542011
8,6,6,680,0.02052303876549407,3.3914727993998683,0.6846898865259209
8,6,7,680,0.022439040432915856,4.2023295934371,0.8623418528201776
8,6,8,680,0.025503874035847456,3.7407087323238963,0.7767634989747381
8,6,9,680,0.024032070081759296,3.7400193417246417,0.769118454859818
8,6,10,680,0.025385434534633804,4.1203495098380705,0.8560711382288754
8,6,11,680,0.02439319830942123,3.9380252867617265,0.8112747661933287
8,6,12,680,0.028861656519131494,3.9828461474343246,0.8128856758991697
8,6,13,680,0.020929709687257388,3.873430012908611,0.7828763643177753
8,6,14,680,0.019760269536828582,3.2579095227253543,0.6699651891631528
8,6,15,680,0.023406895949691215,4.277236998176221,0.8849323473078524
8,6,16,680,0.02864243928627316,4.869791061352519,0.9994066951897735
8,6,17,680,0.02364071194395686,4.539242651435609,0.9251968140603443
8,6,18,680,0.02606937077306881,4.048923575716761,0.8232333270726185
8,6,19,680,0.031123707731002113,5.917805822942335,1.227903209248501
8,6,20,680,0.02391003014977544,3.8445851272611096,0.786400700681917
8,6,21,680,0.026484478687911855,4.317371651499137,0.8865103270137228
8,6,22,680,0.02053930279396411,4.173496648739682,0.8568688250207933
8,6,23,680,0.020418844518637767,3.3511942309576312,0.6828098797256846
8,6,24,680,0.022064057401625817,3.603683328296397,0.741511583372287
8,6,25,680,0.02481665875860836,4.412075022943861,0.9011431456159443
8,6,26,680,0.023861446979757353,3.977322942507492,0.8210719695221852
8,6,27,680,0.024735489888282846,4.036273537728875,0.8242512923196752
8,6,28,680,0.025729600244392203,4.484373242635672,0.9196381577054636
8,6,29,680,0.026233353937603267,5.454012913314247,1.1167673908200364
8,6,30,680,0.025368050277226207,3.5347979425545564,0.7202286926864516
8,6,31,680,0.025072390474013634,5.518263492942135,1.1313894181002622
8,6,32,680,0.024669447236944385,4.316845195725962,0.8752926632827845
8,6,33,680,0.023971908948228524,4.428336472261023,0.9146524135509616
8,6,34,680,0.023919817772916605,3.5894248844617,0.7278001273188887
8,6,35,680,0.025299291849902268,4.476724165216921,0.9096095597471819
8,6,36,680,0.024104276092569203,4.039486117812469,0.82551171424895875
8,6,37,680,0.0237165726295463,4.041063157589081,0.8216637637314745
8,6,38,680,0.03058624004123458,5.238932574674831,1.0693717206327786
8,6,39,680,0.024575486444651,3.7889889261700245,0.77288604276234
8,6,40,680,0.029115981137157344,3.6454121561197836,0.7443417267147131
8,6,41,680,0.02364862739851314,4.380546324694344,0.8971314787983635
8,6,42,680,0.026087675443716523,3.897908359591104,0.8001585451440952
8,6,43,680,0.026012685494602523,3.592881330816627,0.7352314536025268
8,6,44,680,0.0201081503243747,3.2257148611962108,0.6586267127668606
8,6,45,680,0.025060649454683778,3.7489445142716025,0.7624426876348587
8,6,46,680,0.02586482622849563,4.084456860018354,0.8384284682211866
8,6,47,680,0.02429893997169424,3.7788707969799105,0.7731655410356538
8,6,48,680,0.024512845963663082,5.097503799683996,1.0562059815812272
8,6,49,680,0.02455651723420993,5.273974628336295,1.0848746820306556
8,6,50,680,0.022219890342643534,3.688649700240416,0.7498527667122236
9,6,1,690,0.010402096314019,3.9787154928616943,0.803619950870348
9,6,2,690,0.00825885222210561,4.92624954866822,0.9951285994077055
9,6,3,690,0.01029781460956617,3.544387168034001,0.7038332589009723
9,6,4,690,0.010027180656347594,3.7150848719501055,0.7541747747734198
9,6,5,690,0.010446637550634139,4.363835702715331,0.879617068395126
9,6,6,690,0.011365442732872892,4.570567587852073,0.9200131531676939
9,6,7,690,0.008495255172293215,3.756341689287099,0.7586686070999772
9,6,8,690,0.01246139696888073,5.782139002639772,1.1911336320676837
9,6,9,690,0.010464407070796431,3.4636750879847527,0.7022153405823981
9,6,10,690,0.00809971598207535,4.151151615337563,0.8287858863903877
9,6,11,690,0.009115480714717582,3.222113682264933,0.6448340661835783
9,6,12,690,0.01027809911978229,3.9766948011060275,0.8098810235520614
9,6,13,690,0.009044514304958501,3.3126126975225176,0.6654009267260012
9,6,14,690,0.0099645271992829,3.657522118670361,0.7396229763128931
9,6,15,690,0.009051050849730293,3.8600468721635126,0.7816228847032793
9,6,16,690,0.010521505263297854,3.7521994678802297,0.7546469047482213
9,6,17,690,0.008252489089369411,3.956506967029454,0.7994091421057457
9,6,18,690,0.008813542954089064,3.0828475054292803,0.6043124955554463
9,6,19,690,0.009148708820671158,3.5463716593936154,0.7201254860367525
9,6,20,690,0.011057534087689417,5.738084908246535,1.1690654653709112
9,6,21,690,0.011949682287257353,4.449768059137508,0.9043159620915531
9,6,22,690,0.011058581298490442,3.6176725240915886,0.7381705468287698
9,6,23,690,0.009580727532880052,3.9736474104445834,0.8060521458398959
9,6,24,690,0.01087559363888872,3.9862333617868866,0.8133695177249782
9,6,25,690,0.010916524973370213,4.320197840204112,0.870741637876878
9,6,26,690,0.009012671982339527,3.6868066288130854,0.7442480244811627
9,6,27,690,0.00974614601449333,4.7637441041059745,0.96269402911989
9,6,28,690,0.008358420054317195,4.115135292253874,0.8333494871372542
9,6,29,690,0.009121492228711642,4.311691282180345,0.8694973065860254
9,6,30,690,0.009215241264133981,3.345248448642355,0.6690488433000249
9,6,31,690,0.010170548267652565,4.1892688747862366,0.8458057096216526
9,6,32,690,0.009252825779149909,4.041505007790317,0.8020681358868923
9,6,33,690,0.009495853793073947,4.5094595007878295,0.9248116884786881
9,6,34,690,0.009987866230257094,3.633452021872907,0.7268196126925979
9,6,35,690,0.008353832156516479,3.537755620346739,0.7161052731153413
9,6,36,690,0.01141030715362851,3.694296833563005,0.7431734779050597
9,6,37,690,0.007941804562169004,4.636757849345516,0.9340182818526148
9,6,38,690,0.009610884712312882,3.6526816581669257,0.7422730581935878
9,6,39,690,0.00890731983343148,3.9685303987549774,0.8078243338636238
9,6,40,690,0.008470932452124495,3.504829816799082,0.7143976268462338
9,6,41,690,0.01001251818992722,2.9019837517219362,0.5806069019759452
9,6,42,690,0.010129031348524761,3.982894823464393,0.8142429138869187
9,6,43,690,0.007215039141469772,3.2848783758103557,0.6529804876564795
9,6,44,690,0.008925107020228569,3.540301554172621,0.7153562320543444
9,6,45,690,0.00991072062729749,3.809437114491615,0.7682533539738711
9,6,46,690,0.010015788810819895,3.0838672758480445,0.6202670671194113
9,6,47,690,0.009917974443598883,4.24036622043905,0.8454137337235229
9,6,48,690,0.011314249017391325,4.79985366547806,0.9700977985175189
9,6,49,690,0.009629345714649254,3.5512911621820424,0.7168543407533249
9,6,50,690,0.008426181950145993,3.486818814498377,0.707090213707317
10,6,1,700,0.004462363268139729,4.3486415369126865,0.8643616999965419
10,6,2,700,0.00312703554049913,3.745226793573088,0.7366593851508456
10,6,3,700,0.0023030625551299093,3.2875675339989336,0.6516336220305367
10,6,4,700,0.005280300682251416,4.3169562844835605,0.853746096210337
10,6,5,700,0.003999151877641421,3.483700396138688,0.694658620924376
10,6,6,700,0.002684375962845343,4.423214371181088,0.9005644196478613
10,6,7,700,0.0037793576943095366,3.8921333032601835,0.774274460742687
10,6,8,700,0.004556770720024157,4.3038632512384565,0.8756277436089385
10,6,9,700,0.0038450297397274484,4.6327930214235185,0.9280407079255986
10,6,10,700,0.005743642004976269,3.9377197658526755,0.7950724748784083
10,6,11,700,0.004042807428398555,4.608806485140921,0.933248970970428
10,6,12,700,0.003541774742195732,3.6248484838979365,0.7297645063656649
10,6,13,700,0.0034895585264956264,3.0168194394709578,0.5997904568840707
10,6,14,700,0.0036708877870691953,3.204533626332216,0.6400673286276037
10,6,15,700,0.005276221329657455,3.7105519022020297,0.7456831055310971
10,6,16,700,0.004194882151415901,3.479048779122665,0.701168015298353
10,6,17,700,0.0035295848840204125,4.116869361224218,0.8300841085438454
10,6,18,700,0.002854671546307929,3.948024774749674,0.7864843495798532
10,6,19,700,0.004464774877970941,3.9662590397277158,0.7953555073266081
10,6,20,700,0.0035172859076911095,3.7495289194980197,0.7492760367835275
10,6,21,700,0.0032374968726365957,3.622422670725196,0.7241985706926061
10,6,22,700,0.003562072401041003,4.071111669321387,0.8176248910226878
10,6,23,700,0.004412755845620743,4.998675588074184,1.024914131728984
10,6,24,700,0.003754122451270099,5.269933873603477,1.0667599989308252
10,6,25,700,0.002624542513912258,3.3521174176774067,0.6681392461908086
10,6,26,700,0.0025789904781289485,3.168801479930756,0.6279463379945593
10,6,27,700,0.0032885063526939327,3.3788021451516284,0.6654066723813711
10,6,28,700,0.0035084403993650526,4.2852645430724,0.8496664287748654
10,6,29,700,0.004044661647035393,3.4198603216446,0.6870574406233597
10,6,30,700,0.0033151457980792115,3.3698030951314246,0.6734934291273904
10,6,31,700,0.003973356482547498,4.241532374044234,0.8511321421459132
10,6,32,700,0.003982378449793945,3.825210095573712,0.7651227948602403
10,6,33,700,0.0034312829619041513,3.6805441657140396,0.7395280347354588
10,6,34,700,0.003865042209861598,4.967782586086148,1.0202235162777473
10,6,35,700,0.00468171298811224,4.298604225995769,0.872830362025476
10,6,36,700,0.002810445334127492,3.7437192479725745,0.7502307508961025
10,6,37,700,0.0033369568260077542,3.694578211330582,0.7450642425960816
10,6,38,700,0.0035306780467939665,3.792678115637216,0.7563795246932379
10,6,39,700,0.002470432215765495,3.6260263787546627,0.7131267574350323
10,6,40,700,0.003851283941880589,3.7137800973677275,0.7499813886380039
10,6,41,700,0.003583372004396549,4.611008786480518,0.9283817666460606
10,6,42,700,0.003099776596100509,3.9863482130776537,0.7916216838698816
10,6,43,700,0.004441143681753996,4.565369841572805,0.9314828541105115
10,6,44,700,0.002651519860944644,3.7084980717345415,0.7420886419628455
10,6,45,700,0.004035915769894661,4.776401038680561,0.9806644282998295
10,6,46,700,0.002680208219816306,3.3460582285984817,0.6719434711174911
10,6,47,700,0.0035793686920640474,5.4329457130201595,1.0977085767767494
10,6,48,700,0.0031587604717453876,3.100330275686073,0.6201022401858466
10,6,49,700,0.003654135104577752,3.5476515876962997,0.7168718511247247
10,6,50,700,0.0034265458906964546,4.535656968732878,0.9168381764052672
